ID,INT1,STAB1,GLOB1,INT2,STAB2,GLOB2,INT3,STAB3,GLOB3,INT4,STAB4,GLOB4,INT5,STAB5,GLOB5,INT6,STAB6,GLOB6
758,1,7,5,7,7,7,3,1,5,7,5,1,7,6,7,7,7,6
759,3,5,3,6,4,6,5,3,6,7,4,4,4,4,6,4,4,6
760,6,3,3,3,2,4,6,1,4,1,4,3,4,3,5,6,2,3
761,7,5,6,5,5,6,7,7,5,6,3,4,7,7,7,6,5,4
762,6,7,5,7,4,7,6,4,6,6,5,5,5,6,7,6,6,6
763,4,2,6,7,6,6,4,4,5,4,3,3,6,6,7,4,4,2
764,3,4,5,4,4,4,2,5,4,1,4,4,6,6,6,4,4,4
765,5,5,3,7,1,6,6,2,1,3,4,1,6,5,5,4,4,3
766,3,5,1,7,4,2,7,2,6,7,3,6,7,1,7,1,1,1
767,6,5,4,4,2,2,7,7,6,4,4,3,6,7,7,4,4,4
768,6,5,6,7,7,5,7,7,7,5,4,4,2,1,2,4,4,4
769,3,4,5,5,4,4,6,5,4,3,4,4,5,4,4,5,5,5
770,1,7,5,3,6,2,2,4,6,2,4,5,6,7,7,4,4,6
771,4,4,3,5,4,3,6,6,2,5,5,3,5,6,3,6,6,4
772,2,5,3,1,1,1,5,4,2,3,4,1,3,6,3,4,1,2
773,6,4,5,2,2,4,3,6,5,4,4,4,6,5,4,6,5,5
774,3,4,3,2,4,3,5,2,5,4,2,4,3,3,4,2,4,1
775,4,4,1,4,4,6,7,7,5,4,2,3,6,4,5,6,6,6
776,4,4,4,7,4,2,7,4,4,5,3,4,7,1,5,1,4,1
777,5,6,6,6,7,7,7,7,7,7,7,4,7,7,7,7,5,7
778,1,5,6,3,4,7,5,4,5,3,3,5,4,4,6,3,6,6
779,5,4,6,6,4,6,4,4,6,7,4,3,1,4,2,4,4,3
780,2,3,2,5,3,6,2,4,1,3,4,2,1,4,3,3,4,1
781,1,5,1,5,3,1,3,3,3,2,2,2,3,3,2,3,3,1
782,7,7,7,4,6,6,4,7,2,7,6,5,7,7,6,7,4,6
783,3,7,5,4,4,4,6,3,4,5,4,4,4,4,4,6,5,4
784,5,4,6,6,4,5,3,3,5,6,5,4,6,3,5,5,4,4
785,5,1,6,4,3,5,5,2,6,4,1,6,6,2,6,6,4,5
786,6,5,2,2,3,1,5,4,4,4,4,3,5,5,5,4,4,3
787,7,7,7,6,5,2,5,2,3,3,5,5,5,4,6,7,5,5
788,2,6,6,4,4,4,6,7,7,1,3,1,3,5,1,7,7,6
789,5,2,1,2,7,1,4,3,7,6,6,2,7,7,7,5,5,6
790,2,5,1,6,1,1,5,4,1,1,2,2,6,5,4,4,2,2
791,5,6,6,6,5,2,6,6,2,5,4,2,5,4,4,3,5,2
792,4,4,4,6,3,4,1,1,1,1,1,2,7,4,4,4,4,4
793,3,5,4,7,5,2,4,4,5,6,5,5,3,5,4,4,4,5
794,5,5,3,4,4,4,3,7,4,5,2,1,6,5,6,5,7,5
795,2,5,4,7,3,5,5,4,2,4,4,6,5,5,7,4,4,1
796,6,6,6,4,3,5,6,7,7,2,4,4,7,6,6,5,6,6
797,5,3,3,7,4,5,4,4,4,4,2,2,6,4,5,4,4,2
798,5,3,1,3,1,1,1,6,1,4,2,1,7,7,7,7,4,7
799,4,2,5,5,5,5,3,4,5,3,4,4,6,5,4,4,5,4
800,6,5,2,3,4,1,6,6,4,4,5,5,7,4,4,5,5,6
801,7,4,7,7,1,4,7,1,4,4,4,3,1,1,7,4,4,4
802,3,4,2,4,3,4,6,3,5,5,4,2,5,6,5,5,5,5
803,7,6,1,2,5,4,4,2,3,1,4,4,5,5,5,4,4,4
804,1,7,4,7,2,4,5,4,4,1,1,3,1,1,5,1,1,4
805,7,2,6,2,2,1,7,2,6,7,2,2,7,2,6,1,1,1
806,6,4,6,3,2,3,3,4,3,3,6,4,7,5,3,1,2,3
807,3,7,4,2,6,6,5,4,3,3,4,3,5,5,4,6,5,4
808,1,7,4,6,6,5,6,4,4,6,2,2,1,7,7,4,6,6
809,1,6,1,5,2,3,2,3,4,4,2,2,5,5,2,4,4,3
810,2,5,2,4,5,5,6,6,5,2,6,2,2,6,3,4,5,5
811,4,4,3,3,3,3,5,4,5,4,3,5,4,3,3,4,4,4
812,6,4,6,5,2,4,6,4,5,5,4,5,6,5,5,5,3,4
813,6,4,5,4,4,3,4,6,7,7,1,1,7,6,6,1,2,6
814,6,4,4,6,5,7,4,3,6,6,1,4,5,5,5,4,2,5
815,5,4,6,3,3,3,3,4,2,4,4,5,6,6,6,4,4,4
816,7,7,7,7,5,6,6,4,6,1,4,2,6,3,7,6,4,7
817,3,5,4,3,4,4,5,4,6,7,5,6,6,4,6,7,4,6
818,5,4,6,3,2,1,5,4,5,5,4,4,5,3,4,4,3,3
819,2,5,1,4,2,3,4,3,1,7,2,1,7,5,1,4,4,1
820,4,2,3,5,5,5,4,4,1,5,3,4,5,4,3,4,4,4
821,2,6,1,5,4,5,6,5,5,6,5,6,4,5,5,5,5,5
822,6,3,5,4,2,1,4,4,6,5,3,2,6,3,6,7,4,7
823,4,4,4,1,2,3,3,3,1,4,5,4,4,7,7,3,1,1
824,6,5,3,4,5,3,4,2,2,6,7,4,6,6,5,7,5,4
825,3,4,3,2,3,3,3,4,3,3,4,3,4,4,3,3,3,4
826,5,4,5,2,1,1,3,1,2,5,2,2,6,5,4,5,2,2
827,6,5,5,5,2,5,5,5,5,6,4,4,7,6,5,3,4,2
828,2,6,5,5,2,5,4,3,3,5,5,5,6,4,6,4,4,5
829,7,6,5,4,2,4,3,3,4,4,3,2,7,6,6,4,2,2
830,2,4,6,3,3,2,3,3,2,2,3,3,4,3,3,3,3,4
831,4,6,6,4,4,5,5,4,5,1,4,4,7,6,5,4,3,5
832,2,7,3,7,2,5,6,4,5,7,5,5,7,3,3,2,5,5
833,5,4,5,6,4,5,5,4,4,4,4,5,5,5,4,4,4,4
834,5,4,4,7,3,6,4,4,2,2,4,4,4,4,4,7,7,5
835,5,4,4,7,4,1,5,4,4,4,4,3,5,5,5,4,4,4
836,3,5,2,6,3,6,5,4,4,5,4,3,4,5,3,4,4,5
837,5,5,1,6,3,4,2,3,2,2,1,2,7,6,6,4,4,4
838,4,3,2,1,5,4,6,5,1,6,4,2,6,3,2,7,5,1
839,7,3,1,1,4,1,7,3,1,7,4,1,6,5,6,2,4,1
840,6,4,2,1,3,1,4,4,4,1,4,1,4,4,5,7,4,7
841,5,4,4,5,5,4,2,6,1,4,6,4,5,5,4,4,6,5
842,3,7,2,6,4,3,5,5,4,1,3,2,3,5,6,4,6,3
843,7,4,1,7,3,1,7,7,1,7,2,1,7,3,4,4,4,3
844,6,5,6,6,4,5,6,7,6,7,4,3,5,4,5,4,4,4
845,4,5,1,7,1,1,5,6,6,4,4,3,4,2,2,4,6,1
846,7,1,2,7,3,6,6,4,1,7,6,1,7,7,5,7,4,1
847,5,4,4,4,4,4,5,4,4,4,4,3,2,4,1,4,4,4
848,3,6,4,5,2,5,6,5,4,3,3,3,6,4,5,5,5,5
849,6,4,5,5,4,4,6,5,5,5,4,5,5,4,5,4,2,5
850,5,2,1,7,2,1,6,2,1,3,4,1,6,3,1,4,4,1
851,6,6,6,6,4,5,6,4,5,6,4,4,4,4,4,6,4,3
852,2,7,6,7,5,4,7,4,4,6,5,4,6,6,6,5,6,5
853,4,7,6,1,2,1,7,6,7,3,3,2,3,2,6,3,1,6
855,3,4,2,2,4,4,5,5,5,3,4,2,2,2,1,2,2,2
856,6,6,6,5,5,4,6,6,6,5,5,4,5,6,6,5,6,6
857,5,4,5,5,4,5,2,6,5,5,4,2,7,6,6,4,4,4
858,3,3,1,4,5,3,7,5,5,4,1,1,7,6,3,5,3,4
859,3,4,2,4,2,6,4,4,3,4,2,1,6,2,3,4,4,2
860,2,3,5,4,3,2,4,5,4,4,4,4,4,5,5,5,4,4
861,5,4,6,4,3,4,5,3,4,5,3,4,6,4,3,4,3,4
862,6,6,7,6,4,4,5,6,6,5,5,7,7,7,5,3,5,7
863,7,7,1,1,4,4,7,7,1,7,3,1,7,7,5,1,1,1
864,6,5,2,5,4,2,6,6,5,7,6,2,7,6,4,6,3,1
865,5,3,6,5,4,3,3,3,3,2,5,3,7,7,5,1,1,1
866,4,5,5,5,6,5,6,4,6,2,4,3,6,5,2,4,1,7
867,1,4,1,3,4,5,7,7,7,1,7,4,4,6,7,2,7,6
868,7,4,1,1,1,1,4,7,1,1,1,1,7,4,5,3,3,5
869,6,6,2,7,3,1,4,4,4,6,2,1,3,2,6,1,4,6
870,2,6,4,2,4,6,4,4,5,4,4,3,5,6,6,4,4,4
871,6,2,3,4,3,4,4,4,1,4,4,3,5,5,5,4,4,4
872,6,5,5,6,2,1,7,7,4,1,2,2,6,4,5,2,3,1
873,7,7,7,1,3,2,6,7,7,7,5,7,7,4,7,7,7,7
874,6,3,1,5,4,4,6,4,3,5,3,5,7,7,5,2,4,3
875,5,4,4,4,5,4,5,2,1,5,1,1,5,5,5,4,4,4
876,5,5,4,4,5,4,5,4,4,4,4,3,6,4,4,3,2,1
878,6,5,1,1,1,4,1,1,1,1,2,1,7,6,7,1,7,1
879,6,3,2,5,2,2,5,3,2,3,2,2,6,4,3,6,2,3
880,4,3,3,6,2,1,6,3,5,6,4,2,6,5,5,5,5,5
881,7,4,7,1,3,5,5,5,4,2,4,5,2,3,6,5,4,4
882,7,5,5,4,3,3,3,5,4,3,4,4,4,4,4,6,4,2
883,6,6,6,3,2,4,6,6,5,4,6,6,3,5,3,5,6,5
884,6,4,2,4,2,1,7,1,1,6,3,4,7,6,6,7,5,6
885,6,4,5,5,5,4,6,6,6,4,3,4,5,5,4,5,5,4
886,5,6,2,6,6,4,5,4,6,2,6,6,6,5,6,3,5,5
887,4,5,3,4,2,4,3,6,1,3,3,4,5,5,3,4,5,3
888,3,5,4,5,2,5,5,6,2,2,6,2,6,5,4,6,4,3
889,2,4,2,4,4,4,4,3,1,4,7,7,3,7,7,1,4,4
890,7,6,5,6,5,5,5,4,6,5,3,4,6,3,5,5,5,5
891,1,1,1,4,4,2,6,2,5,4,4,4,7,4,1,4,4,4
893,7,1,5,4,4,6,5,2,6,2,2,2,6,5,4,4,4,4
894,7,3,1,6,3,7,7,7,5,6,2,1,7,5,2,1,3,1
895,6,2,6,2,6,6,6,3,5,6,6,4,7,6,6,3,7,4
896,4,2,5,1,4,5,6,6,4,4,4,5,2,6,5,5,5,5
897,7,5,2,1,1,1,6,1,1,6,5,5,7,6,4,3,4,1
898,5,5,5,6,4,3,6,2,2,4,4,3,6,2,2,6,5,5
899,7,7,4,5,5,4,6,3,4,7,1,4,7,1,7,7,1,7
900,4,3,2,5,3,3,4,3,4,4,2,2,6,5,6,4,4,3
901,4,5,5,6,6,5,1,1,1,1,3,4,2,3,5,4,3,1
902,5,5,7,7,5,5,7,7,7,5,5,4,5,5,4,3,5,4
903,2,4,2,4,4,4,5,3,2,6,3,5,6,3,6,6,4,5
904,5,5,6,6,5,6,5,3,5,3,7,2,7,4,6,1,4,7
905,2,3,1,2,4,1,4,4,2,4,4,4,5,4,3,4,3,3
906,5,4,2,6,3,2,6,6,4,6,6,7,6,6,6,6,4,6
907,4,4,4,6,4,6,4,3,2,2,1,1,7,4,5,1,2,1
908,5,7,7,6,7,7,7,6,7,6,6,7,6,7,7,7,7,7
909,7,4,7,1,7,1,2,7,7,7,4,7,7,6,7,4,4,4
910,6,2,3,4,4,2,6,4,2,7,3,2,4,4,3,4,4,4
911,3,6,5,5,5,2,5,5,5,4,4,4,5,5,5,4,4,4
912,6,4,7,7,5,7,6,5,7,4,4,3,7,5,7,6,6,6
913,2,3,1,1,1,1,7,1,1,7,1,1,1,7,7,7,5,1
914,2,5,5,1,2,3,2,3,4,5,4,3,5,5,5,3,1,5
915,6,6,6,5,4,4,6,5,6,7,7,7,7,6,7,7,6,7
916,3,3,3,7,6,2,7,7,2,6,6,2,7,7,2,7,7,4
917,4,2,2,4,4,1,4,4,4,4,4,2,3,3,4,4,4,4
918,5,6,3,2,4,3,6,4,3,6,5,4,5,5,4,3,4,3
919,6,6,6,7,6,6,4,6,6,2,4,1,6,6,6,7,5,4
920,4,4,2,6,4,1,5,1,1,4,4,3,5,5,5,4,4,4
921,6,5,6,4,6,6,7,6,2,4,4,4,6,3,3,6,5,6
922,5,5,2,5,4,4,2,3,4,1,4,4,4,4,4,4,4,4
923,5,6,4,4,7,4,7,6,2,4,5,2,7,7,5,7,6,5
925,6,7,5,7,7,6,6,6,5,4,4,3,7,6,2,5,4,6
926,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4
927,4,4,2,3,4,5,5,5,6,2,2,4,5,3,5,3,3,4
928,4,5,5,1,2,5,5,5,2,2,4,2,6,5,4,2,4,2
929,5,6,1,4,4,4,5,5,5,7,4,3,7,6,6,5,5,4
930,7,6,6,6,5,4,4,4,4,4,4,3,7,5,5,5,5,5
931,7,4,1,7,3,5,7,4,6,7,3,1,7,6,5,1,2,4
932,6,4,2,4,4,2,1,4,1,4,4,2,6,3,5,4,4,2
933,4,4,1,6,4,3,7,5,1,1,2,1,1,1,3,3,1,1
934,1,7,1,5,2,1,1,2,1,1,2,1,4,6,3,2,3,1
935,3,4,3,3,5,4,5,3,5,3,7,3,6,4,5,5,4,3
936,3,1,1,4,4,3,5,4,2,2,4,2,5,3,2,5,4,3
937,3,7,2,7,4,5,7,4,5,6,4,4,5,5,5,5,5,5
938,3,4,3,6,4,4,5,3,4,3,4,4,3,4,4,4,4,4
939,5,4,3,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
940,6,4,5,3,2,3,5,3,4,2,2,2,5,5,5,5,5,4
941,6,2,5,4,2,4,6,5,2,2,4,4,7,6,5,4,4,2
942,4,1,2,1,4,4,4,2,3,4,2,4,4,2,5,1,4,5
943,3,4,2,6,2,5,6,4,3,6,3,2,5,5,6,4,4,2
944,6,4,6,4,4,5,4,5,4,1,4,2,7,4,6,7,3,6
945,5,5,6,6,5,6,5,4,4,7,5,5,4,6,6,4,4,4
946,6,6,6,4,4,5,7,6,5,2,4,3,3,6,6,4,4,4
947,6,4,2,6,5,3,5,5,5,4,2,2,2,4,2,6,5,4
948,6,2,2,1,2,4,6,2,3,7,3,1,7,2,5,4,2,2
949,3,6,1,7,4,5,7,7,7,1,6,1,4,7,7,4,6,2
950,3,5,2,6,6,4,6,3,5,1,4,2,6,4,2,5,4,2
951,7,3,4,6,5,7,7,1,4,1,4,1,5,5,5,4,4,2
952,5,4,3,6,2,3,4,1,1,7,2,2,3,6,4,4,3,1
953,6,4,5,3,4,5,5,5,6,4,5,5,5,5,5,3,4,5
954,6,6,7,4,6,3,5,6,6,7,6,6,7,7,5,4,4,4
955,6,5,5,2,6,2,6,4,5,6,4,5,6,5,5,6,5,4
956,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
957,7,3,6,4,6,5,4,4,5,4,5,5,6,6,6,4,4,4
958,5,4,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
959,5,4,1,4,4,4,5,2,1,7,1,1,7,3,1,1,4,1
960,2,4,3,6,1,4,5,4,2,6,6,4,6,4,6,6,3,2
961,7,7,5,4,2,4,6,6,5,7,1,4,6,6,5,6,5,5
962,3,1,1,5,3,3,1,6,5,6,5,6,6,3,5,4,3,3
963,3,7,4,7,2,3,7,7,1,5,2,6,7,5,6,7,7,6
964,6,3,4,2,6,1,5,4,4,4,4,3,5,5,5,4,4,4
965,7,5,6,4,3,4,6,4,5,7,1,3,5,4,5,7,6,6
966,7,5,2,7,4,5,6,6,3,6,2,5,7,6,5,4,4,2
967,5,2,3,3,5,6,6,6,6,1,2,2,2,6,6,5,4,4
968,3,5,5,6,4,4,4,2,4,1,1,1,6,4,4,3,3,3
969,6,4,5,7,4,6,4,4,7,4,2,3,3,3,4,4,3,6
970,2,6,6,6,4,6,7,6,3,5,6,5,2,6,4,4,3,3
971,6,4,4,6,5,5,7,4,2,7,1,1,5,5,3,2,4,2
972,6,1,5,1,4,6,1,4,5,1,5,4,7,6,5,1,4,3
973,5,5,6,6,6,6,7,6,5,4,6,4,6,6,6,5,5,6
974,4,6,2,6,4,6,6,5,5,6,4,3,6,6,4,5,5,6
975,5,3,3,5,3,3,4,3,5,7,2,3,5,3,5,6,3,6
976,7,7,7,7,7,7,5,4,4,4,4,3,5,5,5,4,4,4
977,4,4,4,7,4,3,3,2,4,4,4,4,4,4,4,4,4,4
978,5,4,6,6,3,3,7,4,1,4,4,2,7,2,2,4,4,1
979,4,7,4,4,4,4,7,1,4,4,3,1,3,3,3,4,4,4
980,4,5,5,5,1,4,4,6,3,2,4,3,6,4,3,6,5,4
981,6,5,6,3,2,2,4,5,4,4,3,1,4,3,1,4,4,1
982,3,5,2,3,4,4,5,6,6,5,5,5,5,5,6,4,4,4
983,6,7,3,1,1,4,7,7,5,1,5,1,2,5,3,6,5,5
984,7,1,7,3,1,2,2,6,4,1,1,3,7,1,7,4,3,1
985,5,5,6,3,4,5,6,4,6,4,4,6,5,6,6,5,4,6
986,5,2,2,6,2,6,4,3,2,4,3,3,5,4,5,4,3,3
987,4,4,6,5,4,6,5,7,6,4,4,5,5,5,5,5,5,5
988,4,6,5,6,4,2,7,6,1,4,4,2,2,5,6,7,6,5
989,1,4,6,4,1,4,2,7,7,7,1,4,2,4,4,6,1,6
990,1,7,5,3,2,5,1,3,6,1,7,1,7,7,7,7,5,7
991,3,3,2,2,4,5,4,3,4,4,4,4,3,4,2,4,4,2
992,6,7,3,3,6,5,6,6,6,5,4,4,4,6,2,5,7,6
993,3,4,5,4,3,3,5,5,5,3,5,3,5,3,3,3,4,2
994,2,5,1,4,3,2,1,4,4,6,3,2,7,6,2,2,3,1
995,7,1,7,1,1,1,7,1,1,7,7,5,7,1,1,7,1,1
996,2,6,1,7,2,5,3,2,2,7,4,3,4,5,5,5,4,5
997,1,6,6,6,1,1,7,3,2,6,3,3,5,4,5,6,5,1
998,5,3,6,4,4,4,1,4,6,4,4,4,6,7,5,4,7,7
999,6,6,1,2,4,2,6,3,6,4,4,3,4,2,2,7,3,1
1000,5,4,4,1,7,1,6,4,1,4,2,5,6,6,5,4,2,5
1001,2,3,1,5,5,5,2,2,1,2,2,1,3,3,1,3,3,1
1002,7,6,4,7,5,4,6,4,6,1,2,1,7,5,6,4,4,1
1003,4,4,4,6,4,6,5,6,6,2,6,6,3,5,5,4,6,5
1004,3,1,6,6,6,6,5,5,5,2,4,1,6,5,6,4,4,6
1005,3,4,4,5,4,3,5,4,4,4,4,3,5,5,5,4,4,4
1006,6,5,4,7,3,3,7,5,1,7,1,1,7,6,4,1,2,1
1007,7,5,6,4,4,4,6,5,4,6,5,5,6,6,6,7,5,6
1008,4,4,5,6,4,5,4,4,2,4,4,4,4,4,4,4,4,3
1009,5,5,5,6,3,5,6,5,6,3,5,4,3,6,6,3,5,5
1010,2,2,2,1,5,3,2,4,2,5,3,2,4,3,3,3,3,1
1011,5,5,7,7,3,5,3,6,3,4,3,2,5,6,5,4,6,6
1012,5,4,3,1,1,7,6,4,1,1,2,1,3,2,3,4,2,2
1013,3,5,4,5,4,5,5,4,5,3,4,4,3,4,5,3,4,5
1014,4,3,5,5,1,1,4,4,2,3,3,2,6,5,5,4,4,4
1015,3,5,4,5,4,5,5,4,4,2,2,1,4,4,4,4,4,4
1016,6,4,4,5,5,3,7,5,4,7,4,4,4,4,4,7,7,4
1017,6,6,1,5,3,6,2,4,1,4,4,3,6,5,5,4,5,4
1018,5,4,2,6,1,6,5,4,4,4,4,5,7,4,6,2,5,6
1019,7,7,1,1,1,1,7,1,1,1,1,1,4,4,4,4,4,4
1020,3,6,5,4,4,4,4,2,1,3,4,1,5,4,5,4,4,1
1021,7,3,4,5,3,1,4,4,1,2,2,2,4,4,4,4,2,1
1022,6,6,1,4,2,6,4,4,2,5,3,5,4,3,1,4,4,4
1023,6,4,6,6,5,5,4,4,4,5,4,5,4,5,5,6,5,5
1024,4,7,3,6,6,1,5,7,3,4,4,6,5,5,5,4,4,4
1025,3,4,2,5,4,2,4,2,1,4,4,1,6,5,4,3,3,1
1026,2,6,2,5,5,3,2,4,4,4,4,2,3,3,5,3,4,4
1027,1,1,4,3,7,3,1,1,1,7,4,1,7,7,7,1,4,2
1028,2,3,2,2,2,3,3,4,4,2,4,2,2,4,2,2,4,2
1029,5,5,4,6,3,1,5,3,2,3,2,2,6,6,4,4,4,3
1030,5,7,5,4,6,6,6,7,4,6,7,5,4,7,6,6,7,6
1031,6,4,4,5,4,3,5,5,6,4,4,3,5,5,5,4,4,4
1032,1,5,2,2,4,3,4,4,4,2,6,3,7,5,6,6,6,6
1033,5,5,3,4,6,4,6,2,4,7,4,3,6,6,2,6,1,1
1034,7,7,5,6,4,5,1,4,1,7,4,3,5,5,5,7,6,6
1035,6,5,2,3,6,6,4,2,2,2,6,2,4,5,6,4,5,5
1036,2,7,6,6,2,1,1,2,2,6,2,1,7,3,3,1,1,1
1037,1,3,3,7,3,4,3,4,3,6,2,1,5,4,3,4,3,3
1038,4,4,4,5,5,4,6,5,4,5,5,5,6,5,5,3,6,5
1039,6,6,4,4,3,5,5,4,4,4,4,3,7,6,6,4,4,4
1040,6,4,2,4,3,3,2,6,2,4,3,1,7,6,5,5,4,5
1041,4,5,6,7,1,4,5,4,6,4,4,5,4,5,6,5,5,5
1042,2,4,2,6,4,3,5,3,3,1,3,2,6,6,5,4,3,2
1043,5,2,4,7,3,5,6,2,1,2,3,1,2,4,5,4,3,4
1044,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4
1045,5,4,3,1,7,6,1,7,6,4,4,6,4,5,5,4,7,4
1046,6,4,6,4,3,4,5,3,6,4,4,3,6,4,3,6,3,6
1047,6,3,3,7,2,4,6,2,5,5,4,2,6,5,6,4,4,1
1048,3,5,6,5,3,1,7,7,7,7,5,7,6,6,6,6,7,7
1049,5,2,2,4,4,3,4,5,5,3,2,4,3,4,5,4,3,3
1050,6,4,1,7,1,3,7,4,4,4,4,3,6,4,5,4,5,1
1051,4,2,5,6,6,5,7,7,6,6,3,5,6,5,5,6,7,6
1052,5,6,6,4,4,4,5,4,4,4,4,3,6,5,6,4,4,4
1053,7,4,5,7,2,7,7,5,6,6,4,1,7,5,7,3,3,1
1054,3,4,2,4,3,2,4,2,2,4,3,3,4,2,2,4,2,2
1055,2,2,4,3,5,4,1,3,5,2,4,6,6,3,4,1,3,6
1056,5,4,4,7,4,4,5,4,4,4,4,3,3,5,6,4,4,4
1057,4,6,5,2,7,1,3,2,4,4,3,2,5,4,3,6,4,5
1058,4,5,4,6,5,6,7,5,6,5,4,4,7,3,4,2,2,2
1059,4,4,4,3,4,4,3,3,3,3,3,3,3,5,3,3,4,3
1060,4,4,3,1,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1061,1,5,5,4,1,1,5,4,4,1,3,1,4,1,1,4,4,4
1062,4,7,4,2,5,1,3,4,2,1,2,2,5,5,4,4,4,4
1063,5,4,4,3,4,2,4,3,4,4,4,4,4,4,4,4,4,4
1064,7,7,7,4,4,1,5,4,4,4,4,3,7,6,4,7,7,5
1065,7,7,7,7,7,5,6,5,6,5,6,5,6,5,7,6,5,6
1066,4,3,3,6,3,4,2,6,2,7,5,6,2,4,3,7,7,7
1067,2,2,2,1,4,3,1,3,2,1,2,2,7,5,1,1,7,7
1068,4,4,4,4,4,4,5,4,4,5,3,4,5,3,5,4,4,4
1069,7,6,6,7,6,6,3,5,5,4,3,5,5,5,5,7,5,4
1070,5,4,3,4,4,4,3,4,3,4,4,3,5,5,5,4,4,4
1071,6,2,5,3,4,1,5,4,3,3,2,2,4,2,5,4,3,3
1072,7,4,6,4,4,4,1,4,1,2,2,2,7,5,7,2,3,2
1073,6,5,3,7,1,1,6,2,2,6,2,2,4,6,2,6,1,1
1074,3,7,3,6,4,2,4,4,4,4,4,4,6,7,7,4,4,7
1075,3,3,2,4,3,5,3,5,5,4,4,4,5,5,5,4,4,4
1076,5,4,3,4,2,2,6,1,5,6,2,1,3,6,3,4,4,2
1077,6,4,2,2,3,2,3,6,4,2,2,1,3,4,4,4,4,4
1078,6,4,7,3,1,1,1,3,1,7,7,3,1,1,2,3,1,1
1079,6,2,7,4,4,3,4,3,2,4,1,3,5,1,4,4,3,3
1080,2,4,7,7,4,7,6,7,4,6,2,7,5,5,3,4,5,5
1081,5,4,3,2,2,3,5,4,5,4,2,3,6,5,6,5,5,6
1082,2,4,2,5,4,5,2,4,5,2,4,3,3,5,4,4,4,4
1083,7,5,1,4,4,4,7,7,7,4,4,3,4,5,4,4,4,4
1084,5,5,7,4,3,3,4,4,5,3,6,6,5,3,5,6,5,7
1085,4,3,6,3,4,5,5,1,4,4,5,4,6,4,5,4,3,5
1086,4,4,1,5,4,5,6,3,2,4,4,3,5,2,4,4,3,3
1087,4,3,4,7,2,3,5,5,1,2,2,3,5,4,4,4,4,4
1088,5,3,4,5,5,5,6,3,4,4,7,2,6,3,4,4,7,2
1089,6,4,3,1,1,1,6,5,5,1,4,1,7,5,5,5,5,5
1090,5,5,4,3,4,4,5,5,5,4,4,4,5,6,5,3,3,3
1091,4,4,6,6,4,5,7,7,6,3,4,4,3,4,4,4,4,4
1092,3,7,2,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4
1093,5,1,1,6,5,7,4,3,1,1,4,2,5,5,3,4,4,4
1094,2,4,4,6,2,4,5,6,4,5,5,5,7,6,4,5,6,5
1095,6,6,7,3,4,1,4,4,2,7,4,4,4,4,5,3,2,1
1096,4,6,5,5,4,2,4,6,6,4,3,3,4,4,2,4,6,4
1097,6,4,2,6,4,2,7,5,3,7,5,5,7,5,5,4,4,3
1098,5,6,5,4,3,4,4,4,4,4,4,3,4,3,3,4,4,5
1099,4,4,6,6,2,4,6,6,6,2,2,3,6,5,5,2,3,3
1100,7,7,7,6,2,5,7,6,7,7,6,6,5,5,6,7,6,6
1101,1,3,5,2,4,4,3,4,4,4,4,4,4,3,4,5,4,4
1102,4,2,2,6,3,6,6,4,4,4,3,4,6,7,7,2,4,1
1103,6,3,4,3,4,6,2,1,6,7,5,6,3,3,6,7,5,6
1104,4,4,4,3,2,6,7,3,1,1,4,4,6,5,4,4,6,6
1105,2,2,1,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1106,4,5,5,2,1,1,6,3,3,3,3,2,6,3,5,4,4,3
1107,5,3,4,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1109,4,6,7,4,2,1,4,1,1,4,1,1,6,5,6,4,4,4
1110,2,4,1,4,2,4,5,7,5,3,4,3,6,6,3,4,4,2
1111,5,6,6,7,2,1,7,5,5,2,2,1,6,4,5,2,4,4
1112,7,1,4,7,7,1,7,1,1,1,1,1,7,1,1,4,4,1
1113,4,3,4,3,4,5,4,5,3,5,5,3,6,5,5,6,5,5
1114,5,4,5,4,3,3,5,4,4,5,4,1,7,3,4,4,4,1
1115,2,1,5,2,4,3,7,4,4,6,4,4,3,4,4,4,4,1
1116,7,5,6,7,4,5,4,2,3,4,4,5,7,7,6,7,6,6
1117,5,6,1,7,2,6,3,7,6,1,3,7,7,6,6,4,7,7
1118,1,5,4,6,6,6,5,5,4,5,5,5,5,5,5,6,5,5
1119,5,5,6,7,4,7,7,3,5,4,2,3,7,5,6,4,4,2
1120,5,4,6,2,6,1,7,6,5,1,7,1,7,6,7,4,4,4
1121,6,5,6,4,4,4,5,4,4,4,4,3,5,5,5,4,4,4
1122,6,6,2,2,4,5,1,2,1,1,4,2,1,6,4,5,4,5
1123,7,4,4,7,3,6,7,3,3,7,4,3,7,7,7,5,4,5
1124,7,5,4,4,4,4,6,6,6,4,4,3,5,5,5,7,6,6
